gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
3961071425	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/240814491/original.jpeg	https://www.inaturalist.org/photos/240814491					2022-10-31T17:49:36Z	Rowena		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Rowena
3961071425	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/240814517/original.jpeg	https://www.inaturalist.org/photos/240814517					2022-10-31T17:49:41Z	Rowena		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Rowena
3948715547	StillImage	image/jpeg	https://svampe.databasen.org/uploads/2022-10321861_rkUaaTLNo.JPG							Thomas Kehlet				Thomas Kehlet
3947820145	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/238285833/original.jpg	https://www.inaturalist.org/photos/238285833					2022-10-19T14:07:51Z	follyconservation		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	follyconservation
3947748752	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/239498888/original.jpg	https://www.inaturalist.org/photos/239498888					2022-10-25T13:57:23Z	leafy_sea_dragon		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	leafy_sea_dragon
3947732636	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/237708502/original.jpeg	https://www.inaturalist.org/photos/237708502					2022-10-16T22:34:06Z	Rasmus Allesoee		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Rasmus Allesoee
3947713498	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/237411016/original.jpeg	https://www.inaturalist.org/photos/237411016					2020-10-15T04:32:34Z	Dr. Fabio Mao Valletta		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Dr. Fabio Mao Valletta
3947702438	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/237354759/original.jpeg	https://www.inaturalist.org/photos/237354759					2022-10-15T21:53:11Z	anaoliveira2014		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	anaoliveira2014
3947702438	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/237354723/original.jpeg	https://www.inaturalist.org/photos/237354723					2022-10-15T21:52:54Z	anaoliveira2014		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	anaoliveira2014
3947661332	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/50463314/original.jpeg	https://www.inaturalist.org/photos/50463314					2019-09-06T00:54:29Z	Evan Iverson		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Evan Iverson
3947661332	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/50463336/original.jpeg	https://www.inaturalist.org/photos/50463336					2019-09-06T00:58:48Z	Evan Iverson		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Evan Iverson
3947661332	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/50463326/original.jpeg	https://www.inaturalist.org/photos/50463326					2019-09-06T00:56:22Z	Evan Iverson		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Evan Iverson
3947657481	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/237387239/original.jpeg	https://www.inaturalist.org/photos/237387239					2015-10-16T00:00:00Z	Dr. Fabio Mao Valletta		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Dr. Fabio Mao Valletta
3947647381	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/237095093/original.jpeg	https://www.inaturalist.org/photos/237095093					2022-10-14T17:39:01Z	ioio5		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ioio5
3947647381	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/237095085/original.jpeg	https://www.inaturalist.org/photos/237095085					2022-10-14T17:38:59Z	ioio5		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ioio5
3947647381	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/237095129/original.jpeg	https://www.inaturalist.org/photos/237095129					2022-10-14T17:39:12Z	ioio5		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ioio5
3947647381	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/237095062/original.jpeg	https://www.inaturalist.org/photos/237095062					2022-10-14T17:38:40Z	ioio5		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ioio5
